0123456789,2016,4,14286346.86,34882261.80,43855458.98,39943330.95,15632314.48,10902421.64,30434109040.81,36808610526.33,171057151.68,1534913889.34,1294198330.70,1665732921.27,1771967312.69,1258069899.31,1259187616.16,1184492974.43,1757980389.61,1526051253.34,1496281539.25,1579567209.94,1795910642.52,1006653027.32,1162907869.25,1601071771.75,1383441219.73
6051206979,2016,4,23727400.47,49944214.86,17940606.23,42295248.27,47193400.90,22093799.73,29888631591.50,36185544999.84,880261562.89,1118499167.60,1066197458.22,1422056942.87,1771950164.55,914898110.00,1134619075.68,1514221520.00,1022468981.17,1509962399.46,1794985054.97,1769950556.61,1541696645.01,-1558759075.49,1663854557.13,1795001217.05,977923163.67
2449764139,2016,4,18877675.86,50520972.26,38425273.03,26004139.15,20307224.92,22043008.15,27383857396.12,36541565812.97,2960772070.70,1458356945.32,1525827297.36,1458414539.87,1043193949.28,1503745113.36,1247906634.46,1362972528.45,1494265933.86,1386171875.42,1371142299.12,1755663033.92,915575223.33,1292790761.98,1470128072.37,1304179227.45,1793638784.98
1030718999,2016,4,23758121.94,43990039.58,37629556.78,27280170.71,41847389.74,42831968.37,29766688691.93,36179926984.89,845750061.44,1644271046.76,1050429801.08,1585725794.49,1058498461.86,998740280.35,1242843936.14,1578613241.37,972022212.76,1129745982.08,1483979831.92,936710933.35,1002253693.00,-1399698182.57,945682458.54,1396180525.49,963409879.09
7430287259,2016,4,34484288.04,51869307.22,34548988.38,13501592.11,25358142.08,23054148.14,28417998013.74,36581622027.72,756946767.60,1622845511.06,1435343326.70,988014247.04,1677151038.68,1470544419.63,1134899978.28,1242970488.37,1670487654.36,1596039937.20,1568088555.26,1059181856.47,1496364870.15,1628464416.18,1121615076.96,1093883112.68,1121078271.04
7430120299,2016,4,28387143.00,15701177.70,26643646.76,35642245.40,19336499.14,25237624.60,30729383138.47,36697184657.24,949333959.95,1244762742.76,1702290567.73,1147059427.44,1546482451.79,1743458122.55,1534453820.99,1052076414.59,1024178080.08,1285222864.41,1243714679.42,1330840416.27,1205103153.47,1012958108.04,1559428966.99,1699196695.17,1448218199.99
71530004X9,2016,4,9746982.58,33018326.37,47116299.85,22936745.27,31954497.64,10850901.44,27111104642.43,36647801591.53,1805756209.18,1006599036.96,1041010970.86,988437792.34,1407178881.26,1108813112.29,1354400214.95,1126480991.68,1140367443.56,1170448186.27,1440091497.50,1776220521.61,1309240971.47,1421754574.68,1074034314.95,1174056582.69,1596510387.29
1244832780,2016,4,34236522.86,26372037.58,25895049.96,30605610.62,31762441.57,45179376.97,28754803729.50,36024922697.24,2544490994.85,1100197342.85,1069667476.07,1731672301.99,1013956581.17,1638148166.86,1477886715.60,1531920177.44,1345611066.02,1303887792.61,1484326827.65,1234978132.89,1778569151.73,1534376716.68,1202443397.95,1078589387.61,1359818433.66
7765904829,2016,4,18941755.10,48627945.60,17436298.23,35292752.58,22281946.08,17905931.79,27717261516.04,36525550747.08,2177713008.98,1698928679.61,1435590220.21,1679203393.01,1026430583.21,950527226.14,1523434210.75,1691125558.32,1361076209.44,1511242780.92,1362078955.62,1459789401.31,1775641485.80,-1549280474.32,1213520459.40,1324407071.90,903059729.47
7025003680,2016,4,49508986.95,46058390.07,38717199.12,46233318.06,27977579.48,17790829.01,28305379734.02,36418772431.34,2576351613.58,1112239493.76,1103345154.75,1125767076.91,1512560136.92,1386552828.68,1374253675.90,1668696573.77,1410711448.15,1240183582.10,1192107732.84,1325042615.57,1132387550.49,-1223416765.90,1490725299.91,1555044444.13,947050505.26
42851028X0,2016,4,20147299.86,52301567.78,9416010.55,36670107.26,16462431.66,14546919.60,30129291423.76,36109688928.26,1108384746.59,1700634050.94,950481267.84,950221642.83,1381431816.84,1580732032.16,1022851448.86,1517153269.44,1582612920.66,1177151508.86,991859458.76,1339398987.42,1299016314.70,-1564309185.35,1356491190.42,1492565634.40,1779120640.39
