0123456789,2020,7,15204636.00,30458809.37,43668043.83,9549066.38,32236021.52,52054558.96,30437707495.21,36549274682.31,1204601079.53,996113504.99,1704183608.45,939806100.23,1733190822.92,1478771588.20,1666734769.39,1065314024.60,1653108463.54,1330101079.26,914823926.16,1467813537.11,1584964382.49,1291207465.00,938613433.28,1089759082.87,976059103.64
6051206979,2020,7,53854845.41,26796973.39,28931303.86,53810862.08,19268079.67,13873090.03,28117093801.13,36765671223.31,761782015.34,1783155495.44,1710956617.31,934192803.60,1422742878.86,1343013379.43,1219966105.65,1235576446.11,1176326699.89,1742984513.26,1768010938.04,1058872809.21,1783001815.53,1620342857.46,1237117963.59,1180723263.31,1437737753.39
2449764139,2020,7,34158488.91,48075180.36,51927991.67,44939676.37,27207198.44,51018674.82,30557109889.92,36503101205.58,1138367966.71,1609362915.78,1453910352.64,1205527543.68,1124490933.26,1552565028.28,968829168.12,920396913.86,1652493689.74,1407446245.54,1402371374.24,1747263211.29,1516047363.99,1013351298.15,1044646293.05,1775811304.34,1646076047.96
1030718999,2020,7,9402043.83,9532634.60,33683140.24,33038017.19,21938353.15,34126045.78,29342083044.25,36354068439.09,2402665042.99,1433204979.08,1171986874.82,1274273934.11,1108712335.81,1755002031.60,1186671957.95,1312180279.24,1552927326.57,1144178218.33,1266298536.54,1131233945.54,1672494821.52,-1675624755.04,1417473898.88,1042905453.44,1648006546.59
7430287259,2020,7,37698474.20,9764463.77,50757297.04,17849742.40,52529447.42,18998253.65,27957891389.39,36292042260.45,213385919.28,1500299525.60,1195029744.20,1509914193.53,1122001129.40,1317847883.12,974892655.20,1320115440.37,1797447339.75,904974170.15,1125477909.07,1215097085.15,1290520172.00,-1498344957.56,1624760206.03,1500062670.85,1753339990.75
7430120299,2020,7,21073375.99,22568263.37,11226534.57,40069206.19,38544444.04,26605953.51,27546738736.06,36650527476.53,2033380157.65,1276272454.71,941895122.15,993921638.26,1240002115.95,1488847025.44,1550890772.46,1750187140.81,1037583408.85,1773616093.57,1641240308.02,1522460887.75,1577358085.87,-1622277008.56,1431047569.14,1138332898.28,958488013.54
71530004X9,2020,7,23417285.88,50818414.90,19736293.00,11391474.02,11035295.65,50069510.49,27431127499.50,36733553230.91,333094713.45,1540728213.05,1368975841.91,1636049473.70,1253492021.17,1547591521.86,1129937077.61,1535104388.53,1569467370.77,1337360860.12,1288427529.14,1149780085.09,1397371025.40,1551682414.25,1588257981.09,1158019255.83,1461015067.99
1244832780,2020,7,27932645.35,43452788.62,46845443.33,23526020.75,51608989.57,28560832.81,28630179435.47,36702174087.90,1368850394.40,1627948487.09,1551534265.43,1094397265.03,1406777533.88,978462795.66,961651092.20,1413219554.33,1248719060.23,1144857078.04,1201115985.90,1681311752.05,1662206212.42,-1058245085.92,1624292394.96,1343742735.00,1658334846.76
7765904829,2020,7,10940989.50,36524226.92,26917337.29,19486558.39,12950035.12,51787898.87,29138022656.82,36421804269.41,2766496341.84,1629227368.19,1749701340.37,1325852180.14,1014403005.88,903025719.87,1199950606.85,1477156094.27,1730601433.65,1151956367.00,1600523189.26,1047734310.60,1049784958.66,-1787852355.22,1279600092.48,1694455231.95,1371427319.73
7025003680,2020,7,23403534.84,46437234.91,15051978.91,25096443.49,44333691.70,49371069.82,30755571852.00,36632880970.96,1902222732.37,1331408203.48,1514797513.51,953287357.14,903824594.24,1268335060.22,915713228.28,1070446552.13,944435648.80,1776957826.85,1686739761.63,1749055144.86,1521544198.87,-1636940019.05,1059787544.17,1631789365.60,914815212.55
42851028X0,2020,7,26198230.35,35119786.31,35132689.18,12342171.57,31351945.60,16639856.74,27912047771.44,36477940388.98,2279338999.36,930315109.84,1351035768.71,1665675249.21,1412123702.57,1068620246.36,1289085378.14,1625340051.52,1371584714.94,1590518695.26,1593839923.24,1233408496.20,996875738.71,-988120019.83,1361747711.75,1437444348.00,1445973546.30
