0123456789,2018,12,20884531.39,22904116.90,18968716.88,36033688.76,26082711.42,46441986.97,27564089329.50,36054225726.69,2683392923.34,1401097593.65,978999205.36,1158076449.91,1644110913.46,935478333.37,1164265747.43,965677231.66,1521805421.50,939032196.82,1325366786.89,1227258244.06,1080868074.43,-1311340452.89,1606887465.95,1779207380.92,1261880020.17
6051206979,2018,12,26083014.25,12629020.78,9921581.73,29230200.04,40749757.51,9407684.80,28931618083.06,36109286343.28,284195412.82,1165447574.55,1122529553.11,1394476324.97,1455576374.97,1775433276.50,1785960286.12,1675424031.92,1355343893.86,1278194625.86,1782813156.63,1453103419.72,1080260534.11,1467493475.79,961488998.95,1089478003.98,975050936.08
2449764139,2018,12,27462445.73,19920648.64,18724392.46,23465324.68,19849951.55,15626825.60,28881380005.63,36436662998.21,529501971.81,1560661949.82,1040035181.56,1642932076.02,1788734556.50,900699492.12,1595857483.58,1509666623.98,916550405.15,1399691318.94,1575953546.64,1374545661.13,1433777871.72,1762381967.59,1635087260.82,1499338962.03,1467962193.88
1030718999,2018,12,31608437.30,9958226.02,54689614.09,50411612.42,40128471.95,21750766.20,30856527894.18,36338861460.55,1421045415.74,1393507297.73,1643298702.14,1684007296.91,918879929.27,1269047094.37,945812377.00,1780849801.28,1066886746.73,1316545341.22,1106690556.30,1666005463.95,1264140559.73,1059621964.07,967067331.51,1154554041.13,1738362930.74
7430287259,2018,12,39600786.88,39786446.31,42130529.11,38465764.64,14903814.07,49325872.32,29398966582.43,36362980231.38,1842203772.68,1323503389.29,1441686622.39,1008524960.51,1544450651.38,1776076392.06,1463945370.09,1086951495.60,1084759697.39,1779594989.07,1111084071.76,993235398.34,1241270319.56,1123572475.90,1766299034.97,1172281738.31,1675597048.21
7430120299,2018,12,33937058.80,18910241.13,46882395.30,54799022.50,28717772.37,37292022.46,29764322119.52,36483151014.61,3089453322.73,1081685250.11,1643492303.92,1195082009.08,1203503744.03,1431365830.45,1577154878.12,1073005735.11,1644148138.48,999708399.64,1432101403.32,1622572857.50,1131174122.74,1727423571.72,1361481300.86,1076085350.25,1606981576.69
71530004X9,2018,12,33498025.05,15515392.63,52429923.41,18633973.75,47965201.58,40322751.17,29280285556.83,36850549160.77,2158751422.44,1061898067.64,1169018113.00,932410497.35,1556450356.26,1319525484.70,1771779834.01,1625306900.97,1145334529.42,1443425423.85,1425605367.89,1736187758.98,1151308243.58,935918410.13,1110710344.00,950137483.05,1108603722.12
1244832780,2018,12,31801773.24,34004916.33,13619657.57,23294806.88,24316423.36,15494301.18,29501397567.21,36219299852.52,1377089120.26,1488995359.14,1483274096.47,1685246345.17,1378212130.56,1701680139.20,1696123362.84,1005257225.77,1453484273.22,1759063814.88,1207995687.92,1623885110.34,1687274802.64,-1668255657.59,1768867721.71,1073730843.69,1132148774.40
7765904829,2018,12,24545061.72,32805679.28,50897808.30,50445210.50,16480694.08,9802288.00,30545503321.13,36483698763.06,2338710340.31,960190013.77,1181973794.45,1019245406.75,1756587059.70,1325339204.51,1241290775.61,1162697829.98,1369736736.06,1695841104.25,1679770290.26,1790074532.68,1738785301.11,-1359939496.50,1696433094.46,943399559.86,903504400.44
7025003680,2018,12,18002264.27,20553483.91,17522345.76,42162245.84,54570042.69,51795336.57,28571893729.76,36722361071.27,955852147.27,1307570875.60,1723430705.31,1066091747.44,1470425520.56,1367095523.73,1798287954.77,1716538033.77,1779619262.30,1445783278.13,992677094.25,1191440366.50,1033974731.97,-1020247739.24,1091270496.64,1091915333.81,1072810970.30
42851028X0,2018,12,9652160.77,25804557.81,48993436.23,32328572.67,38031974.43,31888085.90,30420993309.48,36765853065.93,1768152922.63,1544623219.43,1309846243.86,1473587377.25,1222044509.90,1141475047.19,1289752591.51,1519462576.94,1723640960.53,908320497.51,1262646844.69,1601566446.22,1337199046.71,-1138226051.05,1706096722.26,1371701192.11,1170834788.20
