201601,5,32458.36
201601,4,38204.55
201601,3,37667.41
201601,6,38363.55
201601,1,33813.84
201601,2,39724.29
201602,5,31684.63
201602,4,30492.62
201602,3,33877.34
201602,6,36572.92
201602,1,33125.31
201602,2,33950.48
201603,5,36159.59
201603,4,38387.85
201603,3,24260.17
201603,6,33740.76
201603,1,38604.29
201603,2,35308.1
201604,5,42879.37
201604,4,32174.94
201604,3,31788.16
201604,6,38676.58
201604,1,32094.74
201604,2,34221.28
201605,5,43833.0
201605,4,37470.54
201605,3,42873.92
201605,6,34109.24
201605,1,37148.29
201605,2,27359.0
201606,5,32909.13
201606,4,37856.93
201606,3,33695.61
201606,6,34521.59
201606,1,32690.54
201606,2,39198.89
201607,5,33510.86
201607,4,40891.95
201607,3,41571.18
201607,6,30980.16
201607,1,39834.96
201607,2,27144.55
201608,5,29031.47
201608,4,32350.27
201608,3,34330.55
201608,6,34385.56
201608,1,30783.63
201608,2,39444.82
201609,5,33086.38
201609,4,39700.82
201609,3,41047.8
201609,6,35835.64
201609,1,29547.94
201609,2,35957.09
201610,5,27809.33
201610,4,32102.47
201610,3,37182.73
201610,6,32298.25
201610,1,36205.98
201610,2,37914.91
201611,5,40194.01
201611,4,29659.63
201611,3,31576.21
201611,6,36168.48
201611,1,36049.16
201611,2,37499.12
201612,5,25631.4
201612,4,42663.52
201612,3,29159.84
201612,6,28503.62
201612,1,26696.05
201612,2,33783.01
201701,5,29242.23
201701,4,35419.68
201701,3,35357.13
201701,6,35220.97
201701,1,39997.03
201701,2,41898.77
201702,5,30355.34
201702,4,33919.32
201702,3,34803.52
201702,6,38808.52
201702,1,28114.54
201702,2,41926.95
201703,5,28965.94
201703,4,33937.21
201703,3,38869.9
201703,6,34844.85
201703,1,40925.52
201703,2,35511.84
201704,5,27439.07
201704,4,28707.78
201704,3,39326.99
201704,6,36666.63
201704,1,34826.91
201704,2,36156.21
201705,5,37298.02
201705,4,32469.47
201705,3,35077.47
201705,6,41629.12
201705,1,33231.17
201705,2,34388.58
201706,5,33787.02
201706,4,38024.49
201706,3,34187.34
201706,6,35700.47
201706,1,36801.73
201706,2,34929.0
201707,5,34040.56
201707,4,44083.31
201707,3,35837.19
201707,6,27199.48
201707,1,41843.93
201707,2,34068.07
201708,5,37989.58
201708,4,38636.76
201708,3,29598.85
201708,6,26364.62
201708,1,38213.53
201708,2,23710.49
201709,5,34724.13
201709,4,27776.95
201709,3,35203.44
201709,6,27161.66
201709,1,26417.08
201709,2,32224.85
201710,5,37767.36
201710,4,38889.15
201710,3,29270.49
201710,6,28354.51
201710,1,34899.78
201710,2,31323.93
201711,5,39482.55
201711,4,29991.64
201711,3,41443.6
201711,6,33680.33
201711,1,37760.32
201711,2,33846.18
201712,5,44128.37
201712,4,40677.01
201712,3,42006.48
201712,6,28182.5
201712,1,24692.19
201712,2,32725.97
201801,5,39875.87
201801,4,34908.03
201801,3,30128.28
201801,6,39471.09
201801,1,31141.01
201801,2,39314.0
201802,5,36443.44
201802,4,34161.34
201802,3,36943.59
201802,6,34168.06
201802,1,46062.83
201802,2,31883.63
201803,5,34416.61
201803,4,35250.52
201803,3,38336.95
201803,6,28248.77
201803,1,39056.87
201803,2,37378.37
201804,5,33897.93
201804,4,37484.79
201804,3,39184.31
201804,6,46544.58
201804,1,31309.65
201804,2,30533.64
201805,5,42109.44
201805,4,28223.03
201805,3,36938.07
201805,6,33474.67
201805,1,33075.29
201805,2,41804.22
201806,5,34071.42
201806,4,28618.08
201806,3,31746.65
201806,6,42983.13
201806,1,37799.97
201806,2,36003.67
201807,5,34134.11
201807,4,47869.74
201807,3,34196.97
201807,6,33748.42
201807,1,37292.72
201807,2,28210.54
201808,5,40156.43
201808,4,36724.92
201808,3,35337.19
201808,6,30796.37
201808,1,34881.85
201808,2,46553.52
201809,5,33615.9
201809,4,32757.46
201809,3,37302.3
201809,6,28800.04
201809,1,38446.36
201809,2,28885.53
201810,5,35876.91
201810,4,40338.43
201810,3,37480.95
201810,6,34900.52
201810,1,31538.49
201810,2,33742.19
201811,5,34937.77
201811,4,34675.15
201811,3,25971.58
201811,6,35192.65
201811,1,36157.8
201811,2,36207.3
201812,5,37295.35
201812,4,28416.54
201812,3,31058.28
201812,6,29543.82
201812,1,38468.39
201812,2,37491.1
201901,5,36845.65
201901,4,43773.55
201901,3,39153.43
201901,6,27523.8
201901,1,27677.49
201901,2,40670.98
201902,5,42191.05
201902,4,38058.11
201902,3,32484.94
201902,6,35408.01
201902,1,39788.68
201902,2,30812.71
201903,5,36007.14
201903,4,35906.07
201903,3,35314.68
201903,6,40110.31
201903,1,30673.81
201903,2,30867.01
201904,5,32296.03
201904,4,31754.81
201904,3,33404.3
201904,6,34958.03
201904,1,36526.49
201904,2,31641.71
201905,5,28546.73
201905,4,35183.8
201905,3,37079.02
201905,6,36710.83
201905,1,32117.41
201905,2,36200.24
201906,5,39150.34
201906,4,37727.68
201906,3,23277.71
201906,6,37818.18
201906,1,33916.64
201906,2,36214.17
201907,5,30434.48
201907,4,41626.52
201907,3,32709.22
201907,6,29588.66
201907,1,30608.17
201907,2,44675.0
201908,5,32613.93
201908,4,34632.21
201908,3,33611.51
201908,6,36350.34
201908,1,35053.44
201908,2,31476.2
201909,5,43643.44
201909,4,36530.67
201909,3,25736.79
201909,6,30972.1
201909,1,36754.77
201909,2,25012.04
201910,5,36173.84
201910,4,38591.85
201910,3,35953.49
201910,6,35560.96
201910,1,34849.79
201910,2,40989.85
201911,5,37562.11
201911,4,37853.15
201911,3,36692.48
201911,6,40076.35
201911,1,35473.19
201911,2,38882.85
201912,5,32201.53
201912,4,28781.66
201912,3,32192.0
201912,6,31496.53
201912,1,42547.57
201912,2,34516.4
202001,5,35223.75
202001,4,33341.49
202001,3,40442.21
202001,6,33277.69
202001,1,35507.05
202001,2,34208.81
202002,5,25941.8
202002,4,39703.37
202002,3,37658.08
202002,6,38197.16
202002,1,35856.92
202002,2,42866.15
202003,5,33703.87
202003,4,36981.29
202003,3,38510.54
202003,6,37459.03
202003,1,31438.29
202003,2,29638.9
202004,5,41146.04
202004,4,31148.41
202004,3,26854.94
202004,6,34962.99
202004,1,40429.71
202004,2,46702.08
202005,5,35848.64
202005,4,31903.51
202005,3,43820.35
202005,6,34261.9
202005,1,34946.3
202005,2,29679.81
202006,5,36748.59
202006,4,27803.08
202006,3,37445.71
202006,6,35706.36
202006,1,34497.68
202006,2,34828.39
202007,5,37268.04
202007,4,36649.38
202007,3,32984.99
202007,6,34257.15
202007,1,33112.6
202007,2,36249.68
202008,5,31556.7
202008,4,37168.42
202008,3,37697.69
202008,6,39794.95
202008,1,24802.74
202008,2,31383.79
202009,5,35756.34
202009,4,40097.94
202009,3,26191.75
202009,6,36442.04
202009,1,29147.71
202009,2,40419.87
202010,5,40163.65
202010,4,41141.04
202010,3,35887.87
202010,6,39689.86
202010,1,33152.65
202010,2,36093.98
202011,5,40536.55
202011,4,21395.29
202011,3,25458.75
202011,6,32236.37
202011,1,39859.47
202011,2,32962.03
202012,5,37027.81
202012,4,40622.93
202012,3,36987.25
202012,6,30594.66
202012,1,34051.46
202012,2,41920.42
202101,5,39091.08
202101,4,39071.13
202101,3,43453.42
202101,6,27383.43
202101,1,32702.09
202101,2,29805.89
202102,5,30472.6
202102,4,33892.9
202102,3,27217.41
202102,6,35822.26
202102,1,31869.07
202102,2,42426.86
202103,5,32319.61
202103,4,40174.6
202103,3,37202.74
202103,6,32261.57
202103,1,42762.9
202103,2,38927.02
202104,5,36614.03
202104,4,26868.87
202104,3,32427.19
202104,6,32649.77
202104,1,35989.95
202104,2,39459.58
202105,5,40252.66
202105,4,38624.49
202105,3,29548.33
202105,6,32556.87
202105,1,39479.92
202105,2,26599.8
202106,5,33868.45
202106,4,31085.19
202106,3,40410.13
202106,6,42094.42
202106,1,29797.04
202106,2,43169.3
202107,5,40261.12
202107,4,35659.98
202107,3,39421.26
202107,6,30422.38
202107,1,37440.16
202107,2,39069.89
202108,5,30350.17
202108,4,37929.61
202108,3,37649.02
202108,6,33623.59
202108,1,37498.27
202108,2,34722.9
202109,5,30256.04
202109,4,38750.66
202109,3,34279.37
202109,6,28892.46
202109,1,34153.56
202109,2,41373.7
202110,5,27044.62
202110,4,46505.28
202110,3,36480.14
202110,6,38329.6
202110,1,30254.26
202110,2,29969.43
202111,5,30186.73
202111,4,31672.25
