0123456789,2019,3,26,11569327.86,549673495.31,118537219.28,353780956.75
6051206979,2019,3,26,18463153.42,512523552.00,100296794.43,393051149.71
2449764139,2019,3,26,17594234.78,501586167.76,117318786.65,349769180.77
1030718999,2019,3,26,25876594.96,500842334.28,92908876.23,491145726.75
7430287259,2019,3,26,9427063.23,502927735.67,125732468.30,438288775.67
7430120299,2019,3,26,26783734.31,539760562.87,80035350.10,411690873.92
71530004X9,2019,3,26,20875191.37,550248921.12,92756029.56,332489878.94
1244832780,2019,3,26,18641932.02,523214008.07,113684461.19,375735571.66
7765904829,2019,3,26,15978796.05,551484811.14,102908127.99,572021164.00
7025003680,2019,3,26,11833950.19,581235019.70,96582654.58,482274215.95
42851028X0,2019,3,26,20027408.04,525672905.02,76192570.10,521903901.12
