0123456789,2018,2,19,19468210.51,595961625.22,133263024.83,465147963.58
6051206979,2018,2,19,14163565.60,514925537.75,76469267.17,490345546.76
2449764139,2018,2,19,22280218.10,533250729.73,130629077.16,301066481.97
1030718999,2018,2,19,7602842.63,507504031.99,120709346.34,334417692.97
7430287259,2018,2,19,6423614.13,502446781.03,128358108.88,333010747.35
7430120299,2018,2,19,9806745.98,521463598.76,134558089.75,309339769.21
71530004X9,2018,2,19,23722408.43,505162321.90,116968908.18,585205468.56
1244832780,2018,2,19,16128248.11,510876776.78,77362726.01,540071013.54
7765904829,2018,2,19,24834909.53,534300229.85,119567529.12,451700743.00
7025003680,2018,2,19,10913366.87,528719798.71,81106488.88,520906503.62
42851028X0,2018,2,19,22509579.18,501010428.82,132504050.22,549831470.01
