0123456789,2020,12,19,12400512.50,504560837.74,131476873.77,456061385.32
6051206979,2020,12,19,12991744.17,578821497.07,109009003.08,486985907.00
2449764139,2020,12,19,24821903.20,535579017.48,124833618.92,383003807.97
1030718999,2020,12,19,8294542.42,540953424.29,85132319.44,598034159.69
7430287259,2020,12,19,10333113.23,558719968.79,85896095.30,483001051.09
7430120299,2020,12,19,12462326.66,516782533.57,93493705.95,441354912.59
71530004X9,2020,12,19,6390417.79,587787569.71,85429703.16,364301277.79
1244832780,2020,12,19,7084897.69,577670125.90,93724614.84,306269947.12
7765904829,2020,12,19,9691243.53,541226959.91,110934763.96,538417505.29
7025003680,2020,12,19,14366108.83,543590553.66,86775006.76,390038493.80
42851028X0,2020,12,19,6851524.68,578196867.29,120029598.88,495966134.02
