0123456789,2016,5,13,9630403.66,524455425.59,102312768.75,339178029.71
6051206979,2016,5,13,16682541.57,575271482.82,97507847.76,561192663.19
2449764139,2016,5,13,18480682.33,597033783.97,84280424.77,307121186.15
1030718999,2016,5,13,14988253.18,590662801.36,113089635.47,566075083.70
7430287259,2016,5,13,24869244.78,546303599.12,92383897.19,464392725.52
7430120299,2016,5,13,26457599.62,591267781.90,112869347.76,333891520.89
71530004X9,2016,5,13,6059245.00,538288988.31,123473470.74,570089586.28
1244832780,2016,5,13,9143583.44,563866876.02,78158898.25,506620419.47
7765904829,2016,5,13,13356596.40,555334259.71,93704199.51,472960074.72
7025003680,2016,5,13,9339676.03,554716367.72,87667663.08,438594170.20
42851028X0,2016,5,13,16301040.90,552887616.57,80059481.41,431447865.14
