0123456789,2019,6,3,11422751.41,551680267.28,127729878.78,532508860.74
6051206979,2019,6,3,10198961.45,587045239.76,99122768.25,403327199.64
2449764139,2019,6,3,10922975.10,533494277.64,100014470.15,486729054.96
1030718999,2019,6,3,16548936.92,507664602.79,112277361.67,342958757.51
7430287259,2019,6,3,15451568.62,505297512.84,129673835.63,477491792.45
7430120299,2019,6,3,22734295.14,546128694.04,119350691.90,338896640.28
71530004X9,2019,6,3,7717399.38,554004459.09,129444654.52,497295730.92
1244832780,2019,6,3,15946285.39,530778613.85,102912682.10,303496099.32
7765904829,2019,6,3,19573689.80,559680985.06,76759134.61,315177481.78
7025003680,2019,6,3,18671963.80,556740559.46,83274547.76,349050372.39
42851028X0,2019,6,3,26382365.07,556740737.84,82103154.21,572297327.28
