0123456789,2017,5,17,12237297.32,529877514.99,120840116.51,519637473.28
6051206979,2017,5,17,16298215.00,590672271.70,92492116.35,514025573.59
2449764139,2017,5,17,7597170.98,554090673.86,84011580.48,535099417.84
1030718999,2017,5,17,13293097.56,586551171.39,96185346.20,571290835.18
7430287259,2017,5,17,9465254.05,543773388.03,96164317.43,378667410.83
7430120299,2017,5,17,10190364.76,567715303.84,114385661.78,543522294.19
71530004X9,2017,5,17,20382895.05,537669873.99,112242749.51,448706747.24
1244832780,2017,5,17,14956586.59,547394878.82,111864324.76,396351837.38
7765904829,2017,5,17,21609595.17,510684136.63,79568746.23,558265818.26
7025003680,2017,5,17,10912383.93,536916218.97,107741790.63,564361662.26
42851028X0,2017,5,17,17639658.49,571633081.14,115135116.07,437821418.89
