0123456789,2018,8,28,7641126.04,588056658.92,122855180.83,539209959.07
6051206979,2018,8,28,23203244.61,501452824.19,121922351.04,378513087.83
2449764139,2018,8,28,16425315.06,592567274.93,81237558.46,478143875.54
1030718999,2018,8,28,17468424.96,557475223.25,119840556.39,590227738.72
7430287259,2018,8,28,17130794.68,520172588.46,119397287.74,523188564.24
7430120299,2018,8,28,23760540.92,509824177.12,95424088.55,308209307.43
71530004X9,2018,8,28,6243112.53,501153834.19,133164384.06,350771506.66
1244832780,2018,8,28,26934719.98,516529511.87,117036583.24,398304799.85
7765904829,2018,8,28,16834971.27,583194622.48,116154748.15,422871934.88
7025003680,2018,8,28,10753721.69,533475215.50,89056214.20,380181485.22
42851028X0,2018,8,28,10206208.17,525988987.52,94837639.96,376555113.08
