0123456789,2018,2,6,10050280.55,589231119.03,108801440.69,335135199.75
6051206979,2018,2,6,24269055.60,559674860.96,91811716.04,495237596.22
2449764139,2018,2,6,24812178.13,526428265.36,102989219.37,555423010.91
1030718999,2018,2,6,14682519.49,598764252.61,128684786.92,557235801.56
7430287259,2018,2,6,20097767.49,525017126.04,75415217.86,301986549.37
7430120299,2018,2,6,16268441.03,555950758.20,127135246.05,594549645.90
71530004X9,2018,2,6,21154010.71,567926324.49,75420945.05,397140302.62
1244832780,2018,2,6,16528548.50,571490880.19,90164578.16,323391128.68
7765904829,2018,2,6,17817038.28,526165864.19,127354554.84,480948700.09
7025003680,2018,2,6,17908661.94,503408884.16,85809670.97,401544771.01
42851028X0,2018,2,6,11542965.07,552151746.16,89427341.77,357247723.48
