0123456789,2019,8,22,15414749.43,509951357.19,122610010.31,467584590.09
6051206979,2019,8,22,6720403.01,574169932.41,105283221.39,352190941.97
2449764139,2019,8,22,18031190.36,580633093.01,104516764.66,548544662.70
1030718999,2019,8,22,8179237.57,569776621.35,91903126.13,446888729.66
7430287259,2019,8,22,22676465.43,502148516.31,86202771.00,578795501.07
7430120299,2019,8,22,24496875.73,568573879.05,131850143.22,315213651.38
71530004X9,2019,8,22,18544158.36,573313036.69,93543822.29,399603192.63
1244832780,2019,8,22,24170171.81,586945924.55,117426726.44,387054525.27
7765904829,2019,8,22,8741661.25,532037201.86,95192963.47,562298851.53
7025003680,2019,8,22,24507849.13,518694989.71,75964429.38,320073987.88
42851028X0,2019,8,22,6426012.50,500255109.66,115410802.10,507567693.69
