0123456789,2017,1,5,16717056.21,588275153.84,80011715.62,563412881.77
6051206979,2017,1,5,20870490.83,538913001.36,126040346.72,520920747.42
2449764139,2017,1,5,12282531.68,528919972.15,81721337.20,566757216.68
1030718999,2017,1,5,20151321.17,549215665.63,125411230.27,482356841.43
7430287259,2017,1,5,21405836.61,599864157.76,107961310.54,592773252.01
7430120299,2017,1,5,20376859.22,561516629.96,110447726.51,509141905.47
71530004X9,2017,1,5,11756816.11,524886201.40,124124825.95,409164086.07
1244832780,2017,1,5,14678755.01,577372544.95,97191577.65,548313074.96
7765904829,2017,1,5,23933887.94,557687813.70,81445130.74,424558894.39
7025003680,2017,1,5,24020684.54,569590199.89,120761791.85,450449814.93
42851028X0,2017,1,5,10104873.72,508225798.94,104852925.47,441985705.10
