0123456789,2020,3,11,11838672.52,513113885.63,117824846.12,366683377.57
6051206979,2020,3,11,18149963.81,521016966.57,88267370.71,350375861.30
2449764139,2020,3,11,21814791.60,521741100.59,96118128.09,387876060.20
1030718999,2020,3,11,20991110.58,590778051.89,83732835.36,564860810.57
7430287259,2020,3,11,9559508.42,510665407.99,91406168.95,384685221.40
7430120299,2020,3,11,15060906.14,520006472.14,99350217.14,444331232.52
71530004X9,2020,3,11,26492688.45,583721592.74,94789931.52,421439584.07
1244832780,2020,3,11,23258430.07,524459908.25,107498484.05,582249975.22
7765904829,2020,3,11,15510516.68,532893653.96,78834329.05,575570234.29
7025003680,2020,3,11,24416724.32,523138335.16,92596058.05,347207200.12
42851028X0,2020,3,11,19023801.05,583357091.97,107716740.22,323071139.93
