0123456789,2020,6,3,16641856.36,543350114.22,81780145.75,559002391.81
6051206979,2020,6,3,10922973.26,565098687.94,88842996.73,536517537.78
2449764139,2020,6,3,13580520.46,503041768.14,105392480.74,556936245.48
1030718999,2020,6,3,16351402.80,547798042.78,133278283.58,460311535.37
7430287259,2020,6,3,24142525.00,582513399.11,83433138.54,572116308.84
7430120299,2020,6,3,24257807.79,521541700.16,121254063.08,474150512.73
71530004X9,2020,6,3,9400981.10,587242527.82,89392919.96,495691553.35
1244832780,2020,6,3,23319509.99,598737841.10,117357951.67,538601358.94
7765904829,2020,6,3,13568348.52,563054793.05,104341872.16,445486213.08
7025003680,2020,6,3,14166876.76,536180983.02,88310392.49,538245693.87
42851028X0,2020,6,3,10783943.54,578298838.95,130349700.35,578602284.83
