0123456789,2019,7,18,22435990.21,596475993.21,124690127.79,390612191.65
6051206979,2019,7,18,19461108.58,512627012.30,111631010.34,397325729.27
2449764139,2019,7,18,22625958.81,518523166.35,114330879.73,332637919.74
1030718999,2019,7,18,9528386.33,539488133.28,104914908.81,348233484.12
7430287259,2019,7,18,24821575.06,584954629.03,131477649.97,368787135.52
7430120299,2019,7,18,11033511.24,541520054.75,105726048.28,472484454.29
71530004X9,2019,7,18,11062048.23,596079918.86,122019851.12,401681825.97
1244832780,2019,7,18,19655961.51,534801742.19,97940389.49,413151559.07
7765904829,2019,7,18,19643714.32,540552452.78,124507688.19,468187595.75
7025003680,2019,7,18,24257934.38,514678552.97,104577953.51,503499711.81
42851028X0,2019,7,18,9368685.02,540409022.99,117556499.64,462369861.32
