0123456789,2017,1,16,18441005.57,533651275.98,113857208.26,429499736.47
6051206979,2017,1,16,20501956.69,552152453.63,104221418.29,404848388.76
2449764139,2017,1,16,25987382.20,507227033.90,79428452.28,452578384.66
1030718999,2017,1,16,21549896.62,565836540.67,109330154.96,425265177.50
7430287259,2017,1,16,21140410.75,524219354.97,122855505.34,300450246.59
7430120299,2017,1,16,12913654.27,514432052.66,113941410.55,353246743.32
71530004X9,2017,1,16,7336460.61,515944721.93,106100264.13,463302468.56
1244832780,2017,1,16,13327842.88,549273178.57,105622527.56,514608954.91
7765904829,2017,1,16,24853623.79,509173332.08,117021421.65,461098571.40
7025003680,2017,1,16,10744815.49,529302436.22,118686921.50,577100810.15
42851028X0,2017,1,16,25006380.53,562435670.40,116003912.93,316786962.48
