0123456789,2018,11,11,18288484.71,564443790.05,93404254.18,326280716.88
6051206979,2018,11,11,10176157.45,567660374.63,105325545.98,509476823.12
2449764139,2018,11,11,13194632.28,538039804.14,129419655.39,573548327.60
1030718999,2018,11,11,14594319.24,521233534.93,106580854.71,314189115.74
7430287259,2018,11,11,10294614.99,586569834.35,127334380.62,353402544.22
7430120299,2018,11,11,7688152.76,504257356.36,121879398.12,433205711.08
71530004X9,2018,11,11,17234465.55,554282987.24,133028835.71,467487469.93
1244832780,2018,11,11,15305059.69,581139030.00,127187508.33,450291124.96
7765904829,2018,11,11,20049199.49,512818217.63,82558400.37,355002610.33
7025003680,2018,11,11,26597470.41,525631309.50,106683182.05,346398353.07
42851028X0,2018,11,11,13571759.92,552684804.91,120744582.06,367668190.23
