0123456789,2018,2,1,14056708.21,529448123.06,100129989.32,414099684.11
6051206979,2018,2,1,15762754.57,542745879.12,128387089.82,420292391.17
2449764139,2018,2,1,6902545.23,522493523.04,85345750.29,319410194.59
1030718999,2018,2,1,23811821.13,508268797.39,127278285.75,484393415.45
7430287259,2018,2,1,20271771.42,599514328.78,99697355.90,587666628.01
7430120299,2018,2,1,17200524.18,539388680.56,96613581.22,532358157.80
71530004X9,2018,2,1,7292572.81,564465230.48,93221224.96,401488060.44
1244832780,2018,2,1,21643492.33,554004897.58,130220585.11,432656466.17
7765904829,2018,2,1,19826703.49,566465527.02,93195973.78,435427521.80
7025003680,2018,2,1,21113771.93,597534384.69,97101280.27,574353626.36
42851028X0,2018,2,1,7229359.98,581827725.15,116664965.32,307212936.25
