0123456789,2017,5,6,18915997.40,522703224.04,123795582.70,583404309.95
6051206979,2017,5,6,11450908.19,586403761.57,104356832.30,419499600.21
2449764139,2017,5,6,11383912.34,581996984.70,96303970.80,551036858.11
1030718999,2017,5,6,9031410.91,558434870.30,120956439.49,362069755.18
7430287259,2017,5,6,9416841.49,542659723.46,107539781.13,432328659.24
7430120299,2017,5,6,18039239.43,518776553.69,99882982.49,478007509.01
71530004X9,2017,5,6,26986525.29,525583137.77,105750470.59,373787136.91
1244832780,2017,5,6,8551415.93,582653613.51,76454436.65,405851605.36
7765904829,2017,5,6,16324552.33,567387458.34,129454346.11,339331838.44
7025003680,2017,5,6,24291289.68,514869540.17,77976971.05,369929941.62
42851028X0,2017,5,6,23111042.25,580919889.85,127216028.73,471242558.33
