0123456789,2021,9,14,20462106.94,509004081.09,114603384.61,301983085.38
6051206979,2021,9,14,17073761.72,528633249.89,109673553.30,338581419.57
2449764139,2021,9,14,26101669.29,581412822.95,118322678.06,358019473.27
1030718999,2021,9,14,23585340.60,512732300.19,129779194.09,414117734.78
7430287259,2021,9,14,24635490.52,585644035.18,91320786.54,402042811.01
7430120299,2021,9,14,15239982.09,599917072.49,133449848.91,483301989.40
71530004X9,2021,9,14,6255091.76,571879995.91,115823360.54,545545966.08
1244832780,2021,9,14,7507589.25,503521814.25,109879734.01,479236781.44
7765904829,2021,9,14,21245821.13,584495817.62,105406238.39,414106210.84
7025003680,2021,9,14,20742402.89,507210675.70,113002524.20,467754482.16
42851028X0,2021,9,14,26224719.67,502822325.44,99834556.65,588989030.26
