0123456789,2018,4,10,24100184.02,518628947.71,87168118.88,596973057.00
6051206979,2018,4,10,19747447.80,522649943.03,82351879.08,325082817.55
2449764139,2018,4,10,18993686.00,515879524.34,110280865.74,519488301.30
1030718999,2018,4,10,11598022.51,586710613.99,86518292.09,403626682.63
7430287259,2018,4,10,13330739.33,590916838.19,84767067.00,482900801.47
7430120299,2018,4,10,10029134.27,543690180.55,103975265.79,594585435.48
71530004X9,2018,4,10,19010344.05,510056672.28,121709778.91,384388002.91
1244832780,2018,4,10,6756942.04,520805910.85,128871076.08,348164687.09
7765904829,2018,4,10,19145015.07,522632046.78,96403556.21,517444416.73
7025003680,2018,4,10,20150660.91,542083337.87,128634258.03,331128619.69
42851028X0,2018,4,10,14440838.33,509950209.94,119721280.93,399793271.47
